Subject,type,rowID,member,id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto,modello,ultima_modifica_data,ora
row-68bs-q5ei~bk98,dr3m-v3by,row-68bs-q5ei~bk98,dr3m-v3by,35006553,ABI03015,FinecoBank Banca Fineco S.p.A.,84507570152,Comune di Lodi,26900,LO,41.60,2025-01-04T00:00:00,ads_mensa_scolastica,3,2025-01-04T11:24:14,11
row-uzwg_jrtb.xnaa,dr3m-v3by,row-uzwg_jrtb.xnaa,dr3m-v3by,35006552,BIC32698,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:24:14,11
row-m8zv-ezpz~wg7p,dr3m-v3by,row-m8zv-ezpz~wg7p,dr3m-v3by,35006551,POSOIT22XXX,Banca Popolare di Sondrio,80038190163,Comune di Orio Al Serio,24050,BG,22.21,2025-01-04T00:00:00,cie,3,2025-01-04T11:24:11,11
row-b3wp_wjqu_ryyc,dr3m-v3by,row-b3wp_wjqu_ryyc,dr3m-v3by,35006550,ABI03475,ING BANK N.V.,02613080189,ASST di Pavia,27100,PV,27.22,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:24:06,11
row-ren8~z2wr-hzje,dr3m-v3by,row-ren8~z2wr-hzje,dr3m-v3by,35006549,PPAYITR1XXX,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,115.30,2025-01-04T00:00:00,ALER_LO,3,2025-01-04T11:24:04,11
row-fyc7.2x2h-g4az,dr3m-v3by,row-fyc7.2x2h-g4az,dr3m-v3by,35006548,PPAYITR1XXX,Postepay,84507570152,Comune di Lodi,26900,LO,16.23,2025-01-04T00:00:00,servizicimiteriali,3,2025-01-04T11:24:02,11
row-fvq4-mhrc-mns8,dr3m-v3by,row-fvq4-mhrc-mns8,dr3m-v3by,35006547,BIC32698,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,10.14,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:23:46,11
row-rbyh~mqj5.p29d,dr3m-v3by,row-rbyh~mqj5.p29d,dr3m-v3by,35006546,SIGPITM1XXX,MOONEY S.P.A.,80009800139,Comune di Carate Urio,22010,CO,60.90,2025-01-04T00:00:00,VU_CONTRAVVENZIONI,3,2025-01-04T11:23:41,11
row-6nzi-4x4k~han2,dr3m-v3by,row-6nzi-4x4k~han2,dr3m-v3by,35006545,PPAYITR1XXX,Postepay,00178480208,Comune di Suzzara,46029,MN,22.50,2025-01-04T00:00:00,SP_PRESCUOLA,3,2025-01-04T11:23:39,11
row-69r2-fmit~ijww,dr3m-v3by,row-69r2-fmit~ijww,dr3m-v3by,35006544,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.59,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:23:35,11
row-p34r.wrty_kidp,dr3m-v3by,row-p34r.wrty_kidp,dr3m-v3by,35006543,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,206.40,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:23:31,11
row-c6bn.asdr_3vqu,dr3m-v3by,row-c6bn.asdr_3vqu,dr3m-v3by,35006542,BPPIITRRXXX,Poste Italiane S.p.A.,00654470137,Comune di Albese con Cassano,22032,CO,120.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T11:23:27,11
row-md2q.qfpc~wmaj,dr3m-v3by,row-md2q.qfpc~wmaj,dr3m-v3by,35006541,PPAYITR1XXX,Postepay,00424960136,Comune di Inverigo,22044,CO,25.00,2025-01-04T00:00:00,app_mensascolastica,3,2025-01-04T11:23:26,11
row-jji4_q9ga-czyq,dr3m-v3by,row-jji4_q9ga-czyq,dr3m-v3by,35006540,PPAYITR1XXX,Postepay,00528310121,Comune di Brenta,21030,VA,300.00,2025-01-04T00:00:00,votive,3,2025-01-04T11:23:25,11
row-5inn_7e6q-umyh,dr3m-v3by,row-5inn_7e6q-umyh,dr3m-v3by,35006539,WOLLNLB1,Worldpay BV,00832210173,Comune di Lonato del Garda,25017,BS,44.40,2025-01-04T00:00:00,os_violazionecds_lonato,3,2025-01-04T11:23:14,11
row-ncfb.534c_x3g9,dr3m-v3by,row-ncfb.534c_x3g9,dr3m-v3by,35006538,PPAYITR1XXX,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,397.21,2025-01-04T00:00:00,ALER_PV,3,2025-01-04T11:23:10,11
row-mxqb.8u6p_5prx,dr3m-v3by,row-mxqb.8u6p_5prx,dr3m-v3by,35006537,SIGPITM1XXX,MOONEY S.P.A.,00109370148,Comune di Tresivio,23020,SO,181.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T11:23:05,11
row-84sk.djhk~y99w,dr3m-v3by,row-84sk.djhk~y99w,dr3m-v3by,35006536,SIGPITM1XXX,MOONEY S.P.A.,00324770189,Comune di Mortara,27036,PV,82.00,2025-01-04T00:00:00,SS_MENSE,3,2025-01-04T11:23:01,11
row-ziax-8j5y-crd4,dr3m-v3by,row-ziax-8j5y-crd4,dr3m-v3by,35006535,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,13.68,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:22:56,11
row-9fsv.ww4u_zm9a,dr3m-v3by,row-9fsv.ww4u_zm9a,dr3m-v3by,35006534,PPAYITR1XXX,Postepay,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.83,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:22:56,11
row-rqmd.du8t_g2k2,dr3m-v3by,row-rqmd.du8t_g2k2,dr3m-v3by,35006533,ABI03475,ING BANK N.V.,80002130195,Provincia di Cremona,26100,CR,54.20,2025-01-04T00:00:00,mun_violazioni_cds,3,2025-01-04T11:22:55,11
row-mmxp-ewpq-xyei,dr3m-v3by,row-mmxp-ewpq-xyei,dr3m-v3by,35006532,PPAYITR1XXX,Postepay,80008750178,Provincia di Brescia,25121,BS,35.90,2025-01-04T00:00:00,os_verbali_pp,3,2025-01-04T11:22:45,11
row-vhff-qfpz_xn4s,dr3m-v3by,row-vhff-qfpz_xn4s,dr3m-v3by,35006531,POSOIT22XXX,Banca Popolare di Sondrio,80005370137,Comune di Como,22100,CO,76.75,2025-01-04T00:00:00,meg_violazioni_cds,3,2025-01-04T11:22:29,11
row-m3gh~zcak~kxni,dr3m-v3by,row-m3gh~zcak~kxni,dr3m-v3by,35006530,PPAYITR1XXX,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,210.38,2025-01-04T00:00:00,ALER_LO,3,2025-01-04T11:22:26,11
row-kx8m.wi7i-jrf3,dr3m-v3by,row-kx8m.wi7i-jrf3,dr3m-v3by,35006529,ABI03058,CheBanca! S.p.A.,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,6.61,2025-01-04T00:00:00,sin_sollecito,3,2025-01-04T11:22:22,11
row-f9g6-gnyr~5cv2,dr3m-v3by,row-f9g6-gnyr~5cv2,dr3m-v3by,35006528,ATPIITM1,A-Tono Payment Institute S.p.A.,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,5.51,2025-01-04T00:00:00,sin_sollecito,3,2025-01-04T11:22:14,11
row-8rjs.s22n_immv,dr3m-v3by,row-8rjs.s22n_immv,dr3m-v3by,35006527,CIPBITMM,Nexi,00988090148,ASST DELLA VALTELLINA E ALTO LARIO,23100,SO,22.50,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:22:14,11
row-tyx9_g3xr.zb72,dr3m-v3by,row-tyx9_g3xr.zb72,dr3m-v3by,35006526,SIGPITM1XXX,MOONEY S.P.A.,00178480208,Comune di Suzzara,46029,MN,129.00,2025-01-04T00:00:00,SP_TRASPORTO_SCOLASTICO,3,2025-01-04T11:22:07,11
row-68f7-n3uh_b2kr,dr3m-v3by,row-68f7-n3uh_b2kr,dr3m-v3by,35006525,SIGPITM1XXX,MOONEY S.P.A.,00178480208,Comune di Suzzara,46029,MN,90.00,2025-01-04T00:00:00,SP_TRASPORTO_SCOLASTICO,3,2025-01-04T11:22:04,11
row-6dgg-3fch_wgxd,dr3m-v3by,row-6dgg-3fch_wgxd,dr3m-v3by,35006524,SIGPITM1XXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,21.61,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:22:01,11
row-hs4k-ja3f.sgnr,dr3m-v3by,row-hs4k-ja3f.sgnr,dr3m-v3by,35006523,PPAYITR1XXX,Postepay,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,30.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:21:58,11
row-rx8r.dbsv-kz5u,dr3m-v3by,row-rx8r.dbsv-kz5u,dr3m-v3by,35006522,ABI03069,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,211.07,2025-01-04T00:00:00,SP_AFFITTI_POPOLARI,3,2025-01-04T11:21:57,11
row-8byt_brgz-izfh,dr3m-v3by,row-8byt_brgz-izfh,dr3m-v3by,35006521,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.58,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:21:41,11
row-6n2d~vfma~gpxx,dr3m-v3by,row-6n2d~vfma~gpxx,dr3m-v3by,35006520,CIPBITMM,Nexi,03510050127,ASST SETTE LAGHI,21100,VA,22.50,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:21:41,11
row-f6xk~5vtr_d92t,dr3m-v3by,row-f6xk~5vtr_d92t,dr3m-v3by,35006519,PPAYITR1XXX,Postepay,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,25.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:21:37,11
row-kj73.3sjj~fy93,dr3m-v3by,row-kj73.3sjj~fy93,dr3m-v3by,35006518,BNLIITRR,Worldline Merchant Services Italia S.p.A.,00430660134,Comune di Erba,22036,CO,100.00,2025-01-04T00:00:00,pd_mensascolastica,3,2025-01-04T11:21:31,11
row-bnkt_hrvp~aa8a,dr3m-v3by,row-bnkt_hrvp~aa8a,dr3m-v3by,35006516,ABI02008,Unicredit S.p.A,02481970206,ATS della Val Padana,46100,MN,473.68,2025-01-04T00:00:00,ATS327_LIB_VET,3,2025-01-04T11:21:23,11
row-k5dm_hyd6-6k44,dr3m-v3by,row-k5dm_hyd6-6k44,dr3m-v3by,35006515,BIC36019,American Express Payment Services,80050050154,Regione Lombardia,20124,MI,88.03,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:21:19,11
row-yhah-bxf9~rvm7,dr3m-v3by,row-yhah-bxf9~rvm7,dr3m-v3by,35006514,BIC32698,LIS Pay SPA,09314190969,ATS della Brianza,20900,MB,217.81,2025-01-04T00:00:00,ATS324_ECOFIN,3,2025-01-04T11:21:19,11
row-sscr~svkx~x5ga,dr3m-v3by,row-sscr~svkx~x5ga,dr3m-v3by,35006513,BIC32698,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.56,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:21:12,11
row-7ndi-tvfh~rsfr,dr3m-v3by,row-7ndi-tvfh~rsfr,dr3m-v3by,35006512,BPPIITRRXXX,Poste Italiane S.p.A.,02481970206,ATS della Val Padana,46100,MN,214.86,2025-01-04T00:00:00,ATS327_SAN_ESE,3,2025-01-04T11:21:09,11
row-bvv9_6yrj_iqme,dr3m-v3by,row-bvv9_6yrj_iqme,dr3m-v3by,35006511,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,66.85,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:21:06,11
row-vir7-ffdb~kxq9,dr3m-v3by,row-vir7-ffdb~kxq9,dr3m-v3by,35006510,BNLIITRR,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,86.74,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:21:03,11
row-fy5u~kx85-e8jv,dr3m-v3by,row-fy5u~kx85-e8jv,dr3m-v3by,35006509,ABI03015,FinecoBank Banca Fineco S.p.A.,00761890177,Comune di Brescia,25121,BS,73.10,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:21:02,11
row-b63u~g6rt~7htx,dr3m-v3by,row-b63u~g6rt~7htx,dr3m-v3by,35006508,ABI03069,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,211.07,2025-01-04T00:00:00,SP_AFFITTI_POPOLARI,3,2025-01-04T11:21:01,11
row-gjgz~jsx7.j6ci,dr3m-v3by,row-gjgz~jsx7.j6ci,dr3m-v3by,35006507,PPAYITR1XXX,Postepay,84503580155,Comune di Mediglia,20060,MI,127.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T11:21:00,11
row-igsm-33uj-tu22,dr3m-v3by,row-igsm-33uj-tu22,dr3m-v3by,35006506,PPAYITR1XXX,Postepay,00988200143,ATS della Montagna,23100,SO,22.40,2025-01-04T00:00:00,ATS323_ACC_ATTI,3,2025-01-04T11:20:59,11
row-yqes~7hf4_a9cn,dr3m-v3by,row-yqes~7hf4_a9cn,dr3m-v3by,35006505,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:20:57,11
row-7sdb~s8y8_8n62,dr3m-v3by,row-7sdb~s8y8_8n62,dr3m-v3by,35006504,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.04,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:20:55,11
row-fgyc~puyb.mz7w,dr3m-v3by,row-fgyc~puyb.mz7w,dr3m-v3by,35006503,PPAYITR1XXX,Postepay,83000130159,Comune di Cesano Maderno,20811,MB,29.40,2025-01-04T00:00:00,VU_CONTRAVVENZIONI,3,2025-01-04T11:20:43,11
row-bqnm~dv72.6ybg,dr3m-v3by,row-bqnm~dv72.6ybg,dr3m-v3by,35006502,BIC32698,LIS Pay SPA,04114450168,ASST di Bergamo Ovest,24047,BG,25.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:20:41,11
row-y5yx.qjbm~zmqg,dr3m-v3by,row-y5yx.qjbm~zmqg,dr3m-v3by,35006501,PPAYITR1XXX,Postepay,00098990146,Comune di Morbegno,23017,SO,58.10,2025-01-04T00:00:00,sd_violazione_cds,3,2025-01-04T11:20:41,11
row-ag64.rhs2.jkn9,dr3m-v3by,row-ag64.rhs2.jkn9,dr3m-v3by,35006499,BCITITMM,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,29.40,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:20:30,11
row-5xvc_bhpi_5bx6,dr3m-v3by,row-5xvc_bhpi_5bx6,dr3m-v3by,35006498,BIC32698,LIS Pay SPA,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,30.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:20:26,11
row-ahgk.s7q2-85r8,dr3m-v3by,row-ahgk.s7q2-85r8,dr3m-v3by,35006497,ABI08676,BCC DEL GARDA,00350520177,Comune di Concesio,25062,BS,121.00,2025-01-04T00:00:00,in_violazione_cds,3,2025-01-04T11:20:21,11
row-rfvi.7uj4-bnm2,dr3m-v3by,row-rfvi.7uj4-bnm2,dr3m-v3by,35006496,BIC32698,LIS Pay SPA,84507570152,Comune di Lodi,26900,LO,76.77,2025-01-04T00:00:00,mg_violazioni_cds,3,2025-01-04T11:20:18,11
row-rfwm.ckdg~wgyv,dr3m-v3by,row-rfwm.ckdg~wgyv,dr3m-v3by,35006495,PPAYITR1XXX,Postepay,88002390172,Comune di Pralboino,25020,BS,22.00,2025-01-04T00:00:00,CI_RL,3,2025-01-04T11:20:15,11
row-mi7r.fnfg-7pnt,dr3m-v3by,row-mi7r.fnfg-7pnt,dr3m-v3by,35006494,ABI02008,Unicredit S.p.A,02481970206,ATS della Val Padana,46100,MN,267.32,2025-01-04T00:00:00,ATS327_LIB_VET,3,2025-01-04T11:20:13,11
row-p4ze.p4rp_zgwi,dr3m-v3by,row-p4ze.p4rp_zgwi,dr3m-v3by,35006493,BAPPIT21,Banca Popolare di Milano SpA,09323530965,ASST Rhodense,20024,MI,36.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:20:10,11
row-sy9k.3zu5~c37a,dr3m-v3by,row-sy9k.3zu5~c37a,dr3m-v3by,35006492,PPAYITR1XXX,Postepay,00341480184,Comune di Val di Nizza,27050,PV,26.84,2025-01-04T00:00:00,sc_votive,3,2025-01-04T11:20:07,11
row-v4ax-ubap.kzjd,dr3m-v3by,row-v4ax-ubap.kzjd,dr3m-v3by,35006484,POSOIT22XXX,Banca Popolare di Sondrio,80050050154,Regione Lombardia,20124,MI,167.05,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:19:59,11
row-fdf9-i3zh~q7b8,dr3m-v3by,row-fdf9-i3zh~q7b8,dr3m-v3by,35006483,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,159.16,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:19:58,11
row-xadu_dmsh_6hzd,dr3m-v3by,row-xadu_dmsh_6hzd,dr3m-v3by,35006482,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:19:55,11
row-4zvj-iad7_ug65,dr3m-v3by,row-4zvj-iad7_ug65,dr3m-v3by,35006481,BCITITMM,Intesa Sanpaolo S.p.A,00233930130,Comune di Cantù,22063,CO,200.00,2025-01-04T00:00:00,mensascolastica,3,2025-01-04T11:19:54,11
row-kx82-6chv.dy2m,dr3m-v3by,row-kx82-6chv.dy2m,dr3m-v3by,35006480,SIGPITM1XXX,MOONEY S.P.A.,82003830161,Comune di Sotto il Monte Giovanni XXIII,24039,BG,126.00,2025-01-04T00:00:00,pastidomicilio,3,2025-01-04T11:19:52,11
row-x9v5-wzhq.b6qg,dr3m-v3by,row-x9v5-wzhq.b6qg,dr3m-v3by,35006479,BIC32698,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.56,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:19:51,11
row-ad5y-f6h7_auvs,dr3m-v3by,row-ad5y-f6h7_auvs,dr3m-v3by,35006478,BIC32698,LIS Pay SPA,00761890177,Comune di Brescia,25121,BS,29.40,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:19:42,11
row-gytw.5nqf.qyhv,dr3m-v3by,row-gytw.5nqf.qyhv,dr3m-v3by,35006477,ABI03069,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,211.07,2025-01-04T00:00:00,SP_AFFITTI_POPOLARI,3,2025-01-04T11:19:37,11
row-7nah-aerv.3g9g,dr3m-v3by,row-7nah-aerv.3g9g,dr3m-v3by,35006476,PPAYITR1XXX,Postepay,00482780186,Comune di Pieve del Cairo,27037,PV,7.50,2025-01-04T00:00:00,canonelucevotiva,3,2025-01-04T11:19:28,11
row-hj7s-tkee.iknj,dr3m-v3by,row-hj7s-tkee.iknj,dr3m-v3by,35006475,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,230.78,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:19:27,11
row-3yun-xxnu_zt85,dr3m-v3by,row-3yun-xxnu_zt85,dr3m-v3by,35006474,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,44.40,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:19:24,11
row-zs5d.4wym~df4x,dr3m-v3by,row-zs5d.4wym~df4x,dr3m-v3by,35006473,PPAYITR1XXX,Postepay,84503580155,Comune di Mediglia,20060,MI,51.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T11:19:19,11
row-hgrn~9my8.85b3,dr3m-v3by,row-hgrn~9my8.85b3,dr3m-v3by,35006472,PPAYITR1XXX,Postepay,00801220153,Comune di Bollate,20021,MI,226.45,2025-01-04T00:00:00,mg_violazioni_cds,3,2025-01-04T11:19:15,11
row-rcgb~v5x8.mbcz,dr3m-v3by,row-rcgb~v5x8.mbcz,dr3m-v3by,35006471,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,73.10,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:19:12,11
row-m84b~kugf~fbes,dr3m-v3by,row-m84b~kugf~fbes,dr3m-v3by,35006470,ABI08692,CREDITO COOPERATIVO DI BRESCIA,03775430980,ATS di Brescia,25124,BS,28.14,2025-01-04T00:00:00,ATS326_TICKET,3,2025-01-04T11:19:07,11
row-fpwt~gz6f_6t9u,dr3m-v3by,row-fpwt~gz6f_6t9u,dr3m-v3by,35006469,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.59,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:19:05,11
row-gquk.d2ud-9iqq,dr3m-v3by,row-gquk.d2ud-9iqq,dr3m-v3by,35006468,SIGPITM1XXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,64.56,2025-01-04T00:00:00,Concessione regionale abilitazione caccia,3,2025-01-04T11:19:04,11
row-5hxp~75pg_dmbp,dr3m-v3by,row-5hxp~75pg_dmbp,dr3m-v3by,35006467,PPAYITR1XXX,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,321.02,2025-01-04T00:00:00,ALER_PV,3,2025-01-04T11:19:03,11
row-pfid~awyn_98hi,dr3m-v3by,row-pfid~awyn_98hi,dr3m-v3by,35006466,BIC32698,LIS Pay SPA,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,22.50,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:18:53,11
row-2ufq.6mzb-ihdi,dr3m-v3by,row-2ufq.6mzb-ihdi,dr3m-v3by,35006465,PPAYITR1XXX,Postepay,00644530131,Comune di Maslianico,22026,CO,14.49,2025-01-04T00:00:00,TC_SERVIZI_CIMITERIALI,3,2025-01-04T11:18:52,11
row-4xaf~puy9~4szi,dr3m-v3by,row-4xaf~puy9~4szi,dr3m-v3by,35006464,BIC32698,LIS Pay SPA,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,33.80,2025-01-04T00:00:00,ALER_PV,3,2025-01-04T11:18:49,11
row-4t7x_89yi_engb,dr3m-v3by,row-4t7x_89yi_engb,dr3m-v3by,35006463,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.49,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:18:46,11
row-843u_bs6w.js4m,dr3m-v3by,row-843u_bs6w.js4m,dr3m-v3by,35006462,PPAYITR1XXX,Postepay,09314190969,ATS della Brianza,20900,MB,10.33,2025-01-04T00:00:00,ATS324_BAN_CON,3,2025-01-04T11:18:38,11
row-kmxr~8hpg~73m4,dr3m-v3by,row-kmxr~8hpg~73m4,dr3m-v3by,35006461,BPPIITRRXXX,Poste Italiane S.p.A.,01310880156,Comune di Abbiategrasso,20081,MI,136.73,2025-01-04T00:00:00,violazionecodicestrada,3,2025-01-04T11:18:35,11
row-dn4h-a95k-7gen,dr3m-v3by,row-dn4h-a95k-7gen,dr3m-v3by,35006460,BIC32698,LIS Pay SPA,80015470174,Comune di Sale Marasino,25057,BS,60.00,2025-01-04T00:00:00,scuolabus,3,2025-01-04T11:18:35,11
row-34az~yqir_ut24,dr3m-v3by,row-34az~yqir_ut24,dr3m-v3by,35006459,PPAYITR1XXX,Postepay,84503580155,Comune di Mediglia,20060,MI,105.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T11:18:32,11
row-wc63.mk94-batn,dr3m-v3by,row-wc63.mk94-batn,dr3m-v3by,35006458,SIGPITM1XXX,MOONEY S.P.A.,09323530965,ASST Rhodense,20024,MI,1551.50,2025-01-04T00:00:00,ASST706_RETTE_RSA,3,2025-01-04T11:18:29,11
row-ugii.22su~8spn,dr3m-v3by,row-ugii.22su~8spn,dr3m-v3by,35006457,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,170.28,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:18:25,11
row-mfpu-6fz9.d7n4,dr3m-v3by,row-mfpu-6fz9.d7n4,dr3m-v3by,35006456,SIGPITM1XXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,9.47,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:18:24,11
row-53bf~zac8-bcnq,dr3m-v3by,row-53bf~zac8-bcnq,dr3m-v3by,35006455,SIGPITM1XXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.55,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:18:21,11
row-k3jg.xnwd.z8gs,dr3m-v3by,row-k3jg.xnwd.z8gs,dr3m-v3by,35006454,CIPBITMM,Nexi,85001870188,Comune di Vigevano,27029,PV,75.43,2025-01-04T00:00:00,ts_verbali_cds,3,2025-01-04T11:18:17,11
row-uwgk-z5dx_3ucr,dr3m-v3by,row-uwgk-z5dx_3ucr,dr3m-v3by,35006453,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,86.11,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:18:17,11
row-i72t.5icu-avai,dr3m-v3by,row-i72t.5icu-avai,dr3m-v3by,35006452,ABI03069,Intesa Sanpaolo S.p.A,04114370168,ASST Papa Giovanni XXIII,24127,BG,25.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:18:14,11
row-sagg~rmjw-j8fe,dr3m-v3by,row-sagg~rmjw-j8fe,dr3m-v3by,35006451,PPAYITR1XXX,Postepay,00880000153,Comune di Corsico,20094,MI,200.33,2025-01-04T00:00:00,ads_rifiuti_pre,3,2025-01-04T11:18:09,11
row-crsu.9hcm.2vys,dr3m-v3by,row-crsu.9hcm.2vys,dr3m-v3by,35006450,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:18:08,11
row-6zf2~jrs4_9ct4,dr3m-v3by,row-6zf2~jrs4_9ct4,dr3m-v3by,35006449,BCITITMM,Intesa Sanpaolo S.p.A,00246270169,Comune di Gandino,24024,BG,13.00,2025-01-04T00:00:00,sch_lucevotiva,3,2025-01-04T11:17:59,11
row-pppe-n3sj-dnnz,dr3m-v3by,row-pppe-n3sj-dnnz,dr3m-v3by,35006448,SIGPITM1XXX,MOONEY S.P.A.,02613080189,ASST di Pavia,27100,PV,36.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:17:56,11
row-363h_saz7.ft4p,dr3m-v3by,row-363h_saz7.ft4p,dr3m-v3by,35006447,PPAYITR1XXX,Postepay,03510140126,ATS dell'Insubria,21100,VA,95.12,2025-01-04T00:00:00,ATS322_SAN_AMM,3,2025-01-04T11:17:55,11
row-c5is_cjed.62yn,dr3m-v3by,row-c5is_cjed.62yn,dr3m-v3by,35006446,CIPBITMM,Nexi,00988200143,ATS della Montagna,23100,SO,8.54,2025-01-04T00:00:00,ATS323_ACC_ATTI,3,2025-01-04T11:17:52,11
